web-scraper-order,web-scraper-start-url,pagination,product_url,product_url-href,category,sub-categories,item_reviewed,price,image_url-src
"1646833963-2530","https://www.primark.com/en/all-products/c/categories?productPagePosition=0","/en/all-products/c/categories/load-more-products?q=%3Anewin-desc&page=3","New
                        

                        
		

                            White Love Trinket Dish","https://www.primark.com/en/all-products/homeware/home-furnishings/home-decor-accessories/white-love-trinket-dish/p/210180339","homeware","[{""sub-categories"":""home furnishings""},{""sub-categories"":""home décor accessories""}]","White Love Trinket Dish","£1.00","https://primedia.primark.com/i/primark/210180339-01?w=1000&h=1000&img404=missing_product&v=1646833960756&locale=en-*,*"
"1646843731-4415","https://www.primark.com/en/all-products/c/categories?productPagePosition=0","/en/all-products/c/categories/load-more-products?q=%3Anewin-desc&page=42","Charcoal Velvet Cushion Cover","https://www.primark.com/en/all-products/homeware/home-furnishings/cushions-covers/charcoal-velvet-cushion-cover/p/133953008","homeware","[{""sub-categories"":""home furnishings""},{""sub-categories"":""cushions & covers""}]","Charcoal Velvet Cushion Cover","£2.50","https://primedia.primark.com/i/primark/133953008-01?w=1000&h=1000&img404=missing_product&v=1646843727775&locale=en-*,*"
"1646839095-3543","https://www.primark.com/en/all-products/c/categories?productPagePosition=0","/en/all-products/c/categories/load-more-products?q=%3Anewin-desc&page=24","Silvertone Celestial Huggie Earrings 6 Pack","https://www.primark.com/en/all-products/womenswear/accessories/jewellery/studs-hoops/silvertone-celestial-huggie-earrings-6-pack/p/210182095","all women's","[{""sub-categories"":""accessories""},{""sub-categories"":""necklaces, earrings & rings""},{""sub-categories"":""earrings""}]","Silvertone Celestial Huggie Earrings 6 Pack","£2.00","https://primedia.primark.com/i/primark/210182095-01?w=1000&h=1000&img404=missing_product&v=1646839092393&locale=en-*,*"
"1646836216-2986","https://www.primark.com/en/all-products/c/categories?productPagePosition=0","/en/all-products/c/categories/load-more-products?q=%3Anewin-desc&page=13","New
                        

                        
		

                            Older Girl Blue Denim Shorts","https://www.primark.com/en/all-products/kids/girls-clothes/older/older-girl-blue-denim-shorts/p/210192603","kids clothes","[{""sub-categories"":""girls clothes""},{""sub-categories"":""older girls clothes""}]","Older Girl Blue Denim Shorts","£6.00","https://primedia.primark.com/i/primark/210192603-01?w=1000&h=1000&img404=missing_product&v=1646836214238&locale=en-*,*"
"1646837110-3168","https://www.primark.com/en/all-products/c/categories?productPagePosition=0","/en/all-products/c/categories/load-more-products?q=%3Anewin-desc&page=17","Black Polyester Zipped Crossbody Bag","https://www.primark.com/en/all-products/womenswear/accessories/handbags/crossbody/black-polyester-zipped-crossbody-bag/p/210220263","all women's","[{""sub-categories"":""accessories""},{""sub-categories"":""handbags""},{""sub-categories"":""crossbody bags""}]","Black Polyester Zipped Crossbody Bag","£4.00","https://primedia.primark.com/i/primark/210220263-01?w=1000&h=1000&img404=missing_product&v=1646837108068&locale=en-*,*"
"1646838455-3434","https://www.primark.com/en/all-products/c/categories?productPagePosition=0","/en/all-products/c/categories/load-more-products?q=%3Anewin-desc&page=22","Mixed Plait Headbands 2 Pack","https://www.primark.com/en/all-products/womenswear/accessories/hair-bows-scrunchies/mixed-plait-headbands-2-pack/p/210180340","all women's","[{""sub-categories"":""accessories""},{""sub-categories"":""hair bands, bows & scrunchies""}]","Mixed Plait Headbands 2 Pack","£3.00","https://primedia.primark.com/i/primark/210180340-01?w=1000&h=1000&img404=missing_product&v=1646838452091&locale=en-*,*"
"1646843942-4457","https://www.primark.com/en/all-products/c/categories?productPagePosition=0","/en/all-products/c/categories/load-more-products?q=%3Anewin-desc&page=43","Cream Cotton Net String Shopping Bag","https://www.primark.com/en/all-products/womenswear/accessories/handbags/cream-cotton-net-string-shopping-bag/p/133935088","all women's","[{""sub-categories"":""accessories""},{""sub-categories"":""handbags""}]","Cream Cotton Net String Shopping Bag","£1.50","https://primedia.primark.com/i/primark/133935088-01?w=1000&h=1000&img404=missing_product&v=1646843939314&locale=en-*,*"
"1646835832-2908","https://www.primark.com/en/all-products/c/categories?productPagePosition=0","/en/all-products/c/categories/load-more-products?q=%3Anewin-desc&page=11","New
                        

                        
		

                            Dark Green Seamfree Jacquard Longsleeve Cropped T-Shirt","https://www.primark.com/en/all-products/womenswear/clothing/gym-clothes/dark-green-seamfree-jacquard-longsleeve-cropped-t-shirt/p/210188215","all women's","[{""sub-categories"":""clothing""},{""sub-categories"":""gym clothes""}]","Dark Green Seamfree Jacquard Longsleeve Cropped T-Shirt","£8.00","https://primedia.primark.com/i/primark/210188215-01?w=1000&h=1000&img404=missing_product&v=1646835829174&locale=en-*,*"
"1646838634-3463","https://www.primark.com/en/all-products/c/categories?productPagePosition=0","/en/all-products/c/categories/load-more-products?q=%3Anewin-desc&page=23","Baby Girl Mixed Print Longsleeve T-Shirts 3 Pack","https://www.primark.com/en/all-products/kids/baby-newborn-clothes/baby-girl-clothes/baby-girl-mixed-print-longsleeve-t-shirts-3-pack/p/210078470","kids clothes","[{""sub-categories"":""baby & newborn clothes""},{""sub-categories"":""baby girl clothes""}]","Baby Girl Mixed Print Longsleeve T-Shirts 3 Pack","£7.00","https://primedia.primark.com/i/primark/210078470-01?w=1000&h=1000&img404=missing_product&v=1646838631064&locale=en-*,*"
"1646845605-4792","https://www.primark.com/en/all-products/c/categories?productPagePosition=0","","New
                        

                        
		

                            Large Beige Face Embossed Candle Pillar","https://www.primark.com/en/all-products/homeware/home-furnishings/candles-holders/large-beige-face-embossed-candle-pillar/p/210258899","homeware","[{""sub-categories"":""home furnishings""},{""sub-categories"":""candles & scented candles""}]","Large Beige Face Embossed Candle Pillar","£4.00","https://primedia.primark.com/i/primark/210258899-01?w=1000&h=1000&img404=missing_product&v=1646845602398&locale=en-*,*"
"1646845685-4807","https://www.primark.com/en/all-products/c/categories?productPagePosition=0","","New
                        

                        
		

                            Older Child Multicolour Tie Dye Hoodie","https://www.primark.com/en/all-products/kids/girls-clothes/older/hoodies-t-shirts/older-child-multicolour-tie-dye-hoodie/p/210190547","kids clothes","[{""sub-categories"":""girls clothes""},{""sub-categories"":""older girls clothes""},{""sub-categories"":""older girls tops & hoodies""}]","Older Child Multicolour Tie Dye Hoodie","£9.00","https://primedia.primark.com/i/primark/210190547-01?w=1000&h=1000&img404=missing_product&v=1646845683025&locale=en-*,*"
"1646840248-3760","https://www.primark.com/en/all-products/c/categories?productPagePosition=0","/en/all-products/c/categories/load-more-products?q=%3Anewin-desc&page=29","Faux Poppy Flowers In Amber Glass Vase","https://www.primark.com/en/all-products/homeware/home-furnishings/home-decor-accessories/faux-poppy-flowers-in-amber-glass-vase/p/210086915","homeware","[{""sub-categories"":""home furnishings""},{""sub-categories"":""home décor accessories""}]","Faux Poppy Flowers In Amber Glass Vase","£6.00","https://primedia.primark.com/i/primark/210086915-01?w=1000&h=1000&img404=missing_product&v=1646840242303&locale=en-*,*"
"1646844299-4529","https://www.primark.com/en/all-products/c/categories?productPagePosition=0","/en/all-products/c/categories/load-more-products?q=%3Anewin-desc&page=45","PS Pro Camouflage Flawless Matte Concealer 612 Neutral","https://www.primark.com/en/all-products/cosmetics/beauty-routine/foundations-powders/ps-pro-camouflage-flawless-matte-concealer-612-neutral/p/131631788","makeup & cosmetics","[{""sub-categories"":""makeup sets & beauty products""},{""sub-categories"":""foundation, concealer""}]","PS Pro Camouflage Flawless Matte Concealer 612 Neutral","£3.50","https://primedia.primark.com/i/primark/131631788-01?w=1000&h=1000&img404=missing_product&v=1646844295541&locale=en-*,*"
"1646836827-3111","https://www.primark.com/en/all-products/c/categories?productPagePosition=0","/en/all-products/c/categories/load-more-products?q=%3Anewin-desc&page=15","Newborn Baby Boy White Disney Mickey Mouse Hooded Towel","https://www.primark.com/en/all-products/kids/baby-newborn-clothes/baby-clothing-essentials/newborn-baby-boy-white-disney-mickey-mouse-hooded-towel/p/210180049","kids clothes","[{""sub-categories"":""baby & newborn clothes""},{""sub-categories"":""baby clothing essentials""}]","Newborn Baby Boy White Disney Mickey Mouse Hooded Towel","£7.00","https://primedia.primark.com/i/primark/210180049-01?w=1000&h=1000&img404=missing_product&v=1646836824398&locale=en-*,*"
"1646841318-3931","https://www.primark.com/en/all-products/c/categories?productPagePosition=0","/en/all-products/c/categories/load-more-products?q=%3Anewin-desc&page=32","Mixed Invisible Brazilian Briefs 3 Pack","https://www.primark.com/en/all-products/womenswear/clothing/underwear/lace-brazilian/mixed-invisible-brazilian-briefs-3-pack/p/210152894","all women's","[{""sub-categories"":""clothing""},{""sub-categories"":""lingerie & underwear""},{""sub-categories"":""briefs & knickers""}]","Mixed Invisible Brazilian Briefs 3 Pack","£6.00","https://primedia.primark.com/i/primark/210152894-01?w=1000&h=1000&img404=missing_product&v=1646841315769&locale=en-*,*"
"1646842153-4100","https://www.primark.com/en/all-products/c/categories?productPagePosition=0","/en/all-products/c/categories/load-more-products?q=%3Anewin-desc&page=36","Primark Parenthood Body Butter","https://www.primark.com/en/all-products/cosmetics/beauty-routine/moisturisers-masks/primark-parenthood-body-butter/p/210017841","makeup & cosmetics","[{""sub-categories"":""makeup sets & beauty products""},{""sub-categories"":""moisturisers, face & hand cream""}]","Primark Parenthood Body Butter","£3.50","https://primedia.primark.com/i/primark/210017841-01?w=1000&h=1000&img404=missing_product&v=1646842149392&locale=en-*,*"
"1646841068-3880","https://www.primark.com/en/all-products/c/categories?productPagePosition=0","/en/all-products/c/categories/load-more-products?q=%3Anewin-desc&page=31","Red Single Stem Faux Dahlia Flower","https://www.primark.com/en/all-products/homeware/home-furnishings/home-decor-accessories/red-single-stem-faux-dahlia-flower/p/210087452","homeware","[{""sub-categories"":""home furnishings""},{""sub-categories"":""home décor accessories""}]","Red Single Stem Faux Dahlia Flower","£1.50","https://primedia.primark.com/i/primark/210087452-01?w=1000&h=1000&img404=missing_product&v=1646841065506&locale=en-*,*"
"1646842860-4243","https://www.primark.com/en/all-products/c/categories?productPagePosition=0","/en/all-products/c/categories/load-more-products?q=%3Anewin-desc&page=39","Disney
							
						

                            Newborn Baby Boy Disney Mickey Mouse Starter Set 4 Piece","https://www.primark.com/en/all-products/kids/baby-newborn-clothes/baby-clothing-essentials/newborn-baby-boy-disney-mickey-mouse-starter-set-4-piece/p/134090396","kids clothes","[{""sub-categories"":""baby & newborn clothes""},{""sub-categories"":""baby clothing essentials""}]","Newborn Baby Boy Disney Mickey Mouse Starter Set 4 Piece","£9.00","https://primedia.primark.com/i/primark/134090396-01?w=1000&h=1000&img404=missing_product&v=1646842857473&locale=en-*,*"
"1646843082-4288","https://www.primark.com/en/all-products/c/categories?productPagePosition=0","/en/all-products/c/categories/load-more-products?q=%3Anewin-desc&page=40","Clear And Gold Desk Storage Boxes","https://www.primark.com/en/all-products/homeware/shop-by-room/study-desk-accessories/clear-and-gold-desk-storage-boxes/p/210013247","homeware","[{""sub-categories"":""all homeware""},{""sub-categories"":""study & desk""}]","Clear And Gold Desk Storage Boxes","£5.00","https://primedia.primark.com/i/primark/210013247-01?w=1000&h=1000&img404=missing_product&v=1646843079235&locale=en-*,*"
"1646838509-3445","https://www.primark.com/en/all-products/c/categories?productPagePosition=0","/en/all-products/c/categories/load-more-products?q=%3Anewin-desc&page=22","Disney
							
						

                            Older Girl Black Disney Mickey Mouse Joggers","https://www.primark.com/en/all-products/kids/girls-clothes/older/older-girl-black-disney-mickey-mouse-joggers/p/210128216","kids clothes","[{""sub-categories"":""girls clothes""},{""sub-categories"":""older girls clothes""}]","Older Girl Black Disney Mickey Mouse Joggers","£8.00","https://primedia.primark.com/i/primark/210128216-01?w=1000&h=1000&img404=missing_product&v=1646838508595&locale=en-*,*"
"1646843995-4467","https://www.primark.com/en/all-products/c/categories?productPagePosition=0","/en/all-products/c/categories/load-more-products?q=%3Anewin-desc&page=44","PS Pro Camouflage Flawless Matte Concealer 412 Neutral","https://www.primark.com/en/all-products/cosmetics/beauty-routine/foundations-powders/ps-pro-camouflage-flawless-matte-concealer-412-neutral/p/133912004","makeup & cosmetics","[{""sub-categories"":""makeup sets & beauty products""},{""sub-categories"":""foundation, concealer""}]","PS Pro Camouflage Flawless Matte Concealer 412 Neutral","£3.50","https://primedia.primark.com/i/primark/133912004-01?w=1000&h=1000&img404=missing_product&v=1646843992288&locale=en-*,*"
"1646833836-2506","https://www.primark.com/en/all-products/c/categories?productPagePosition=0","/en/all-products/c/categories/load-more-products?q=%3Anewin-desc&page=3","New
                        

                        
		

                            White Floaty Bridal Briefs","https://www.primark.com/en/all-products/womenswear/clothing/underwear/mix-and-match-lingerie/white-floaty-bridal-briefs/p/210222568","all women's","[{""sub-categories"":""clothing""},{""sub-categories"":""lingerie & underwear""},{""sub-categories"":""lingerie coordinates""}]","White Floaty Bridal Briefs","£5.00","https://primedia.primark.com/i/primark/210222568-01?w=1000&h=1000&img404=missing_product&v=1646833831821&locale=en-*,*"
"1646837893-3324","https://www.primark.com/en/all-products/c/categories?productPagePosition=0","/en/all-products/c/categories/load-more-products?q=%3Anewin-desc&page=20","Stone Wellness Lavender Infused Socks 2 Pack","https://www.primark.com/en/all-products/womenswear/clothing/socks-tights/stone-wellness-lavender-infused-socks-2-pack/p/210126711","all women's","[{""sub-categories"":""clothing""},{""sub-categories"":""socks & tights""}]","Stone Wellness Lavender Infused Socks 2 Pack","£4.50","https://primedia.primark.com/i/primark/210126711-01?w=1000&h=1000&img404=missing_product&v=1646837890325&locale=en-*,*"
"1646834753-2688","https://www.primark.com/en/all-products/c/categories?productPagePosition=0","/en/all-products/c/categories/load-more-products?q=%3Anewin-desc&page=7","New
                        

                        
		

                            Yellow Ceramic Plant Pot","https://www.primark.com/en/all-products/homeware/home-furnishings/home-decor-accessories/yellow-ceramic-plant-pot/p/210181283","homeware","[{""sub-categories"":""home furnishings""},{""sub-categories"":""home décor accessories""}]","Yellow Ceramic Plant Pot","£6.00","https://primedia.primark.com/i/primark/210181283-01?w=1000&h=1000&img404=missing_product&v=1646834749960&locale=en-*,*"
"1646845493-4769","https://www.primark.com/en/all-products/c/categories?productPagePosition=0","","New
                        

                        
		

                            Mixed Colour Beaded Earrings","https://www.primark.com/en/all-products/womenswear/accessories/jewellery/studs-hoops/mixed-colour-beaded-earrings/p/210331891","all women's","[{""sub-categories"":""accessories""},{""sub-categories"":""necklaces, earrings & rings""},{""sub-categories"":""earrings""}]","Mixed Colour Beaded Earrings","£2.00","https://primedia.primark.com/i/primark/210331891-01?w=1000&h=1000&img404=missing_product&v=1646845490520&locale=en-*,*"
"1646845146-4701","https://www.primark.com/en/all-products/c/categories?productPagePosition=0","/en/all-products/c/categories/load-more-products?q=%3Anewin-desc&page=48","Bamboo And Jasmine Scented Room Sachet","https://www.primark.com/en/all-products/homeware/home-furnishings/candles-holders/bamboo-and-jasmine-scented-room-sachet/p/130575663","homeware","[{""sub-categories"":""home furnishings""},{""sub-categories"":""candles & scented candles""}]","Bamboo And Jasmine Scented Room Sachet","£1.50","https://primedia.primark.com/i/primark/130575663-01?w=1000&h=1000&img404=missing_product&v=1646845143056&locale=en-*,*"
"1646834204-2578","https://www.primark.com/en/all-products/c/categories?productPagePosition=0","/en/all-products/c/categories/load-more-products?q=%3Anewin-desc&page=4","New
                        

                        
		

                            Baby Girl Grey Mr Men And Little Miss Jumpsuit","https://www.primark.com/en/all-products/kids/baby-newborn-clothes/baby-girl-clothes/baby-girl-grey-mr-men-and-little-miss-jumpsuit/p/210191344","kids clothes","[{""sub-categories"":""baby & newborn clothes""},{""sub-categories"":""baby girl clothes""}]","Baby Girl Grey Mr Men And Little Miss Jumpsuit","£11.00","https://primedia.primark.com/i/primark/210191344-01?w=1000&h=1000&img404=missing_product&v=1646834201750&locale=en-*,*"
"1646840605-3794","https://www.primark.com/en/all-products/c/categories?productPagePosition=0","/en/all-products/c/categories/load-more-products?q=%3Anewin-desc&page=30","Taupe Velvet Linen Cushion","https://www.primark.com/en/all-products/homeware/home-furnishings/cushions-covers/taupe-velvet-linen-cushion/p/210148759","homeware","[{""sub-categories"":""home furnishings""},{""sub-categories"":""cushions & covers""}]","Taupe Velvet Linen Cushion","£10.00","https://primedia.primark.com/i/primark/210148759-01?w=1000&h=1000&img404=missing_product&v=1646840597716&locale=en-*,*"
"1646837323-3208","https://www.primark.com/en/all-products/c/categories?productPagePosition=0","/en/all-products/c/categories/load-more-products?q=%3Anewin-desc&page=17","Older Boy Black And Neon Joggers","https://www.primark.com/en/all-products/kids/boys-clothes/older/older-boys-coats-and-jackets/older-boy-black-and-neon-joggers/p/210169744","kids clothes","[{""sub-categories"":""boys clothes""},{""sub-categories"":""older boys clothes""},{""sub-categories"":""older boys coats & jackets""}]","Older Boy Black And Neon Joggers","£7.00","https://primedia.primark.com/i/primark/210169744-01?w=1000&h=1000&img404=missing_product&v=1646837320247&locale=en-*,*"
"1646845263-4724","https://www.primark.com/en/all-products/c/categories?productPagePosition=0","/en/all-products/c/categories/load-more-products?q=%3Anewin-desc&page=49","15 Tog Super Soft Duvet Single","https://www.primark.com/en/all-products/homeware/shop-by-room/bedroom-accessories/15-tog-super-soft-duvet-single/p/128709522","homeware","[{""sub-categories"":""all homeware""},{""sub-categories"":""bedding & accessories""}]","15 Tog Super Soft Duvet Single","£11.00","https://primedia.primark.com/i/primark/128709522-01?w=1000&h=1000&img404=missing_product&v=1646845259319&locale=en-*,*"
"1646841136-3893","https://www.primark.com/en/all-products/c/categories?productPagePosition=0","/en/all-products/c/categories/load-more-products?q=%3Anewin-desc&page=32","Navy Faded Pattern Design Rug","https://www.primark.com/en/all-products/homeware/shop-by-room/bathroom-accessories/navy-faded-pattern-design-rug/p/210090204","homeware","[{""sub-categories"":""all homeware""},{""sub-categories"":""bathroom accessories""}]","Navy Faded Pattern Design Rug","£35.00","https://primedia.primark.com/i/primark/210090204-01?w=1000&h=1000&img404=missing_product&v=1646841132961&locale=en-*,*"
"1646843809-4429","https://www.primark.com/en/all-products/c/categories?productPagePosition=0","/en/all-products/c/categories/load-more-products?q=%3Anewin-desc&page=43","Retreat Cedarwood Bell Jar Candle","https://www.primark.com/en/all-products/homeware/home-furnishings/candles-holders/retreat-cedarwood-bell-jar-candle/p/133280675","homeware","[{""sub-categories"":""home furnishings""},{""sub-categories"":""candles & scented candles""}]","Retreat Cedarwood Bell Jar Candle","£6.00","https://primedia.primark.com/i/primark/133280675-01?w=1000&h=1000&img404=missing_product&v=1646843805053&locale=en-*,*"
"1646837682-3281","https://www.primark.com/en/all-products/c/categories?productPagePosition=0","/en/all-products/c/categories/load-more-products?q=%3Anewin-desc&page=19","Disney
							
						

                            Brown Disney Bambi Sketch Print Lunch Bag","https://www.primark.com/en/all-products/womenswear/accessories/handbags/brown-disney-bambi-sketch-print-lunch-bag/p/210204178","all women's","[{""sub-categories"":""accessories""},{""sub-categories"":""handbags""}]","Brown Disney Bambi Sketch Print Lunch Bag","£2.00","https://primedia.primark.com/i/primark/210204178-01?w=1000&h=1000&img404=missing_product&v=1646837678821&locale=en-*,*"
"1646839129-3550","https://www.primark.com/en/all-products/c/categories?productPagePosition=0","/en/all-products/c/categories/load-more-products?q=%3Anewin-desc&page=24","Large Smoked Glass Vase On Goldtone Stand","https://www.primark.com/en/all-products/homeware/home-furnishings/home-decor-accessories/large-smoked-glass-vase-on-goldtone-stand/p/210137327","homeware","[{""sub-categories"":""home furnishings""},{""sub-categories"":""home décor accessories""}]","Large Smoked Glass Vase On Goldtone Stand","£10.00","https://primedia.primark.com/i/primark/210137327-01?w=1000&h=1000&img404=missing_product&v=1646839127223&locale=en-*,*"
"1646837860-3317","https://www.primark.com/en/all-products/c/categories?productPagePosition=0","/en/all-products/c/categories/load-more-products?q=%3Anewin-desc&page=20","Ps Gold French Ombre Glossy Pointed False Nails Set","https://www.primark.com/en/all-products/cosmetics/makeup/false-nails-polishes/ps-gold-french-ombre-glossy-pointed-false-nails-set/p/210140762","makeup & cosmetics","[{""sub-categories"":""eye & face makeup""},{""sub-categories"":""false nails & polishes""}]","Ps Gold French Ombre Glossy Pointed False Nails Set","£2.00","https://primedia.primark.com/i/primark/210140762-01?w=1000&h=1000&img404=missing_product&v=1646837857446&locale=en-*,*"
"1646840187-3753","https://www.primark.com/en/all-products/c/categories?productPagePosition=0","/en/all-products/c/categories/load-more-products?q=%3Anewin-desc&page=29","Ps Eastern Bloom Teal Headband","https://www.primark.com/en/all-products/cosmetics/accessories/ps-eastern-bloom-teal-headband/p/210134419","makeup & cosmetics","[{""sub-categories"":""beauty accessories""}]","Ps Eastern Bloom Teal Headband","£2.50","https://primedia.primark.com/i/primark/210134419-01?w=1000&h=1000&img404=missing_product&v=1646840185981&locale=en-*,*"
"1646839337-3591","https://www.primark.com/en/all-products/c/categories?productPagePosition=0","/en/all-products/c/categories/load-more-products?q=%3Anewin-desc&page=25","Rattan Hanging Wall Basket","https://www.primark.com/en/all-products/homeware/home-furnishings/home-storage/rattan-hanging-wall-basket/p/210117434","homeware","[{""sub-categories"":""home furnishings""},{""sub-categories"":""home storage""}]","Rattan Hanging Wall Basket","£5.00","https://primedia.primark.com/i/primark/210117434-01?w=1000&h=1000&img404=missing_product&v=1646839333877&locale=en-*,*"
"1646836789-3103","https://www.primark.com/en/all-products/c/categories?productPagePosition=0","/en/all-products/c/categories/load-more-products?q=%3Anewin-desc&page=15","Dusty Pink Nylon Weekender Bag","https://www.primark.com/en/all-products/womenswear/accessories/handbags/dusty-pink-nylon-weekender-bag/p/210213968","all women's","[{""sub-categories"":""accessories""},{""sub-categories"":""handbags""}]","Dusty Pink Nylon Weekender Bag","£16.00","https://primedia.primark.com/i/primark/210213968-01?w=1000&h=1000&img404=missing_product&v=1646836785958&locale=en-*,*"
"1646842345-4139","https://www.primark.com/en/all-products/c/categories?productPagePosition=0","/en/all-products/c/categories/load-more-products?q=%3Anewin-desc&page=37","Goldtone Diamonte C Initial Pendant Necklace","https://www.primark.com/en/all-products/womenswear/accessories/jewellery/chains-chokers/goldtone-diamonte-c-initial-pendant-necklace/p/210028898","all women's","[{""sub-categories"":""accessories""},{""sub-categories"":""necklaces, earrings & rings""},{""sub-categories"":""necklaces""}]","Goldtone Diamonte C Initial Pendant Necklace","£1.50","https://primedia.primark.com/i/primark/210028898-01?w=1000&h=1000&img404=missing_product&v=1646842341342&locale=en-*,*"
"1646840952-3856","https://www.primark.com/en/all-products/c/categories?productPagePosition=0","/en/all-products/c/categories/load-more-products?q=%3Anewin-desc&page=31","Ps Dripping Dome Bath Fizzer","https://www.primark.com/en/all-products/cosmetics/beauty-routine/soaps-scrubs/ps-dripping-dome-bath-fizzer/p/210063397","makeup & cosmetics","[{""sub-categories"":""makeup sets & beauty products""},{""sub-categories"":""soaps, scrubs & bath essentials""}]","Ps Dripping Dome Bath Fizzer","£1.00","https://primedia.primark.com/i/primark/210063397-01?w=1000&h=1000&img404=missing_product&v=1646840951089&locale=en-*,*"
"1646843799-4427","https://www.primark.com/en/all-products/c/categories?productPagePosition=0","/en/all-products/c/categories/load-more-products?q=%3Anewin-desc&page=43","Cream Leaf Printed Linen Table Runner","https://www.primark.com/en/all-products/homeware/shop-by-room/itchenware-tableware/cream-leaf-printed-linen-table-runner/p/132535244","homeware","[{""sub-categories"":""all homeware""},{""sub-categories"":""kitchen & dining""}]","Cream Leaf Printed Linen Table Runner","£5.00","https://primedia.primark.com/i/primark/132535244-01?w=1000&h=1000&img404=missing_product&v=1646843795281&locale=en-*,*"
"1646841198-3906","https://www.primark.com/en/all-products/c/categories?productPagePosition=0","/en/all-products/c/categories/load-more-products?q=%3Anewin-desc&page=32","White NBA LA Lakers White T-Shirt","https://www.primark.com/en/all-products/menswear/mens-clothing/tops/t-shirts/white-nba-la-lakers-white-t-shirt/p/210172300","all men's","[{""sub-categories"":""clothing""},{""sub-categories"":""t-shirts & tops""},{""sub-categories"":""t-shirts for men""}]","White NBA LA Lakers White T-Shirt","£10.00","https://primedia.primark.com/i/primark/210172300-01?w=1000&h=1000&img404=missing_product&v=1646841194806&locale=en-*,*"
"1646835398-2819","https://www.primark.com/en/all-products/c/categories?productPagePosition=0","/en/all-products/c/categories/load-more-products?q=%3Anewin-desc&page=9","New
                        

                        
		

                            Baby Girl Blue Denim Blouse And Ribbed Leggings Set","https://www.primark.com/en/all-products/kids/baby-newborn-clothes/baby-girl-clothes/baby-girl-blue-denim-blouse-and-ribbed-leggings-set/p/210192074","kids clothes","[{""sub-categories"":""baby & newborn clothes""},{""sub-categories"":""baby girl clothes""}]","Baby Girl Blue Denim Blouse And Ribbed Leggings Set","£8.00","https://primedia.primark.com/i/primark/210192074-01?w=1000&h=1000&img404=missing_product&v=1646835395403&locale=en-*,*"
"1646837558-3256","https://www.primark.com/en/all-products/c/categories?productPagePosition=0","/en/all-products/c/categories/load-more-products?q=%3Anewin-desc&page=18","Black Studded Cross Strap Mules","https://www.primark.com/en/all-products/womenswear/shoes-boots/loafers-pumps/black-studded-cross-strap-mules/p/210133371","all women's","[{""sub-categories"":""shoes & boots""},{""sub-categories"":""ballet shoes, loafers & pumps""}]","Black Studded Cross Strap Mules","£10.00","https://primedia.primark.com/i/primark/210133371-01?w=1000&h=1000&img404=missing_product&v=1646837555384&locale=en-*,*"
"1646838034-3353","https://www.primark.com/en/all-products/c/categories?productPagePosition=0","/en/all-products/c/categories/load-more-products?q=%3Anewin-desc&page=20","Goldtone Extra Long Multi Wick Tray Candle","https://www.primark.com/en/all-products/homeware/home-furnishings/candles-holders/goldtone-extra-long-multi-wick-tray-candle/p/210100781","homeware","[{""sub-categories"":""home furnishings""},{""sub-categories"":""candles & scented candles""}]","Goldtone Extra Long Multi Wick Tray Candle","£12.00","https://primedia.primark.com/i/primark/210100781-01?w=1000&h=1000&img404=missing_product&v=1646838031647&locale=en-*,*"
"1646841826-4033","https://www.primark.com/en/all-products/c/categories?productPagePosition=0","/en/all-products/c/categories/load-more-products?q=%3Anewin-desc&page=35","Younger Boy Khaki Camouflage Cargo Trousers","https://www.primark.com/en/all-products/kids/boys-clothes/age-2-7/younger-boy-khaki-camouflage-cargo-trousers/p/210037446","kids clothes","[{""sub-categories"":""boys clothes""},{""sub-categories"":""boy clothes age 2-7""}]","Younger Boy Khaki Camouflage Cargo Trousers","£10.00","https://primedia.primark.com/i/primark/210037446-01?w=1000&h=1000&img404=missing_product&v=1646841823299&locale=en-*,*"
"1646845320-4736","https://www.primark.com/en/all-products/c/categories?productPagePosition=0","/en/all-products/c/categories/load-more-products?q=%3Anewin-desc&page=49","Hot Pink Plain Dye Beach Towel","https://www.primark.com/en/all-products/homeware/shop-by-room/bathroom-accessories/hot-pink-plain-dye-beach-towel/p/129621395","homeware","[{""sub-categories"":""all homeware""},{""sub-categories"":""bathroom accessories""}]","Hot Pink Plain Dye Beach Towel","Currently Unavailable","https://primedia.primark.com/i/primark/129621395-01?w=1000&h=1000&img404=missing_product&v=1646845316989&locale=en-*,*"
"1646836656-3075","https://www.primark.com/en/all-products/c/categories?productPagePosition=0","/en/all-products/c/categories/load-more-products?q=%3Anewin-desc&page=15","Mint Green Nyon Elastic Shopper Bag","https://www.primark.com/en/all-products/womenswear/accessories/handbags/mint-green-nyon-elastic-shopper-bag/p/210213964","all women's","[{""sub-categories"":""accessories""},{""sub-categories"":""handbags""}]","Mint Green Nyon Elastic Shopper Bag","£14.00","https://primedia.primark.com/i/primark/210213964-01?w=1000&h=1000&img404=missing_product&v=1646836653156&locale=en-*,*"
